Issue_Key,Issue_Type,Summary,Status,Priority,Sprint_Name,Sprint_Start,Sprint_End,Story_Points,Assignee,Reporter,Created_Date,Updated_Date,Resolved_Date,Epic_Key,Labels,Component
PROJ-200,Task,Implement report caching layer,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,3.0,Taylor Kim,Taylor Kim,2025-11-14,2025-11-19,2025-11-20,PROJ-4,api,Frontend UI
PROJ-201,Story,Design API gateway architecture,Done,Low,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,2.0,Riley Patel,Casey Williams,2025-11-07,2025-11-14,2025-11-12,PROJ-7,"accessibility,migration",Database
PROJ-202,Task,Create compliance audit report,Done,High,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5.0,Taylor Kim,Sam Delgado (PO),2025-11-06,2025-11-18,2025-11-23,PROJ-5,"fedramp,migration",DevOps
PROJ-203,Story,Add MFA enrollment page,Done,Medium,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,5.0,Drew Nakamura,Casey Williams,2025-11-10,2025-11-12,2025-11-28,PROJ-1,"tech-debt,migration",Reporting
PROJ-204,Story,Add input sanitization middleware,Done,High,Sprint 4 - Testing & QA,2025-11-12,2025-11-25,8.0,Jordan Rivera,Pat Morrison (PM),2025-11-10,2025-11-11,2025-11-12,PROJ-5,"migration,security",Frontend UI
PROJ-205,Sub-task,Add input validation to create data lineage tracker,To Do,Lowest,Sprint 5 - Hardening,2025-11-26,2025-12-09,,Morgan Chen,Pat Morrison (PM),2025-11-22,2025-12-14,,PROJ-3,compliance,Frontend UI
PROJ-206,Task,Add encryption at rest for PII,In Progress,Lowest,Sprint 5 - Hardening,2025-11-26,2025-12-09,2.0,Casey Williams,Drew Nakamura,2025-11-25,2025-12-04,,PROJ-5,performance,Backend API
PROJ-207,Story,Implement drill-down navigation,In Review,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Riley Patel,Jordan Rivera,2025-11-19,2025-12-11,,PROJ-2,"accessibility,ux",DevOps
PROJ-208,Story,Implement rate limiting,Done,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Morgan Chen,Pat Morrison (PM),2025-11-23,2025-11-27,2025-12-06,PROJ-7,"ux,performance",Backend API
PROJ-209,Task,Create data lineage tracker,In Progress,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,5.0,Quinn Fitzgerald,Casey Williams,2025-11-25,2025-12-14,,PROJ-3,performance,Database
PROJ-210,Bug,Correct filter state persistence on navigation,Done,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,2.0,Casey Williams,Avery Okafor,2025-11-23,2025-12-13,2025-11-26,PROJ-7,data-pipeline,Reporting
PROJ-211,Bug,Resolve CORS policy blocking API calls,To Do,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,2.0,Alex Thompson,Chris Albright (Tech Lead),2025-11-25,2025-12-04,,PROJ-1,"tech-debt,migration",Documentation
PROJ-212,Story,Create unit test coverage baseline,In Review,Lowest,Sprint 5 - Hardening,2025-11-26,2025-12-09,13.0,Drew Nakamura,Jamie Reeves,2025-11-24,2025-11-28,,PROJ-8,api,Database
PROJ-213,Bug,Fix null pointer in user session handler,In Review,Highest,Sprint 5 - Hardening,2025-11-26,2025-12-09,2.0,Drew Nakamura,Avery Okafor,2025-11-19,2025-12-14,,PROJ-2,api,Documentation
PROJ-214,Story,Implement rate limiting,In Review,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,2.0,Jordan Rivera,Avery Okafor,2025-11-20,2025-11-29,,PROJ-7,"ux,api",Infrastructure
PROJ-215,Story,Build KPI card component,Done,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,5.0,Drew Nakamura,Jordan Rivera,2025-11-19,2025-11-26,2025-11-22,PROJ-2,data-pipeline,Backend API
PROJ-216,Story,Create data validation framework,To Do,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,1.0,Avery Okafor,Avery Okafor,2025-11-26,2025-12-07,,PROJ-3,"compliance,ux",Infrastructure
PROJ-217,Story,Add encryption at rest for PII,Done,Highest,Sprint 5 - Hardening,2025-11-26,2025-12-09,5.0,Taylor Kim,Sam Delgado (PO),2025-11-23,2025-12-09,2025-11-26,PROJ-5,"performance,migration",DevOps
PROJ-218,Task,Create login audit trail,Done,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,2.0,Jordan Rivera,Casey Williams,2025-11-20,2025-12-08,2025-12-12,PROJ-1,"security,data-pipeline",Backend API
PROJ-219,Story,Build API contract testing,In Progress,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,8.0,Drew Nakamura,Casey Williams,2025-11-19,2025-12-06,,PROJ-8,accessibility,Infrastructure
PROJ-220,Story,Create time-series trend analysis,To Do,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,1.0,Alex Thompson,Drew Nakamura,2025-11-22,2025-12-08,,PROJ-2,migration,Reporting
PROJ-221,Bug,Fix chart tooltip positioning on scroll,To Do,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Taylor Kim,Sam Delgado (PO),2025-11-23,2025-12-11,,PROJ-5,migration,Infrastructure
PROJ-222,Task,Implement visual regression testing,Done,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,5.0,Alex Thompson,Casey Williams,2025-11-21,2025-11-21,2025-12-05,PROJ-8,security,Infrastructure
PROJ-223,Task,Add encryption at rest for PII,To Do,Lowest,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Taylor Kim,Jordan Rivera,2025-11-19,2025-11-23,,PROJ-5,tech-debt,Documentation
PROJ-224,Bug,Fix slow query on compliance report page,Done,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,1.0,Jordan Rivera,Jamie Reeves,2025-11-21,2025-12-11,2025-12-04,PROJ-6,accessibility,Database
PROJ-225,Story,Add input sanitization middleware,Done,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,5.0,Taylor Kim,Casey Williams,2025-11-24,2025-12-04,2025-12-09,PROJ-5,tech-debt,Database
PROJ-226,Bug,Fix CSS overflow on mobile dashboard view,To Do,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Riley Patel,Chris Albright (Tech Lead),2025-11-20,2025-12-07,,PROJ-2,compliance,DevOps
PROJ-227,Story,Create chart rendering engine,To Do,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,5.0,Casey Williams,Riley Patel,2025-11-28,2025-11-29,,PROJ-2,tech-debt,Infrastructure
PROJ-228,Story,Integrate with Active Directory,In Progress,Lowest,Sprint 5 - Hardening,2025-11-26,2025-12-09,1.0,Avery Okafor,Sam Delgado (PO),2025-11-25,2025-12-09,,PROJ-1,performance,DevOps
PROJ-229,Story,Create data validation framework,To Do,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,13.0,Drew Nakamura,Riley Patel,2025-11-21,2025-11-27,,PROJ-3,performance,Reporting
PROJ-230,Sub-task,Add error handling to build real-time metrics aggregation,To Do,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,,Riley Patel,Jordan Rivera,2025-11-21,2025-11-23,,PROJ-2,migration,Backend API
PROJ-231,Story,Add circuit breaker pattern,In Progress,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Morgan Chen,Taylor Kim,2025-11-24,2025-11-30,,PROJ-7,ux,Backend API
PROJ-232,Task,Build report permissions model,In Progress,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Drew Nakamura,Morgan Chen,2025-11-20,2025-11-28,,PROJ-4,api,Authentication
PROJ-233,Task,Implement password policy enforcement,Done,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Drew Nakamura,Taylor Kim,2025-11-26,2025-12-07,2025-12-07,PROJ-1,fedramp,Authentication
PROJ-234,Bug,Resolve race condition in data sync,Done,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Jordan Rivera,Casey Williams,2025-11-28,2025-12-05,2025-12-01,PROJ-5,compliance,Backend API
PROJ-235,Bug,Fix search index not updating after data import,Done,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Jamie Reeves,Riley Patel,2025-11-21,2025-11-26,2025-11-29,PROJ-4,"fedramp,security",Infrastructure
PROJ-236,Sub-task,Add input validation to implement change data capture,In Review,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,,Alex Thompson,Casey Williams,2025-11-19,2025-11-21,,PROJ-3,security,DevOps
PROJ-237,Sub-task,Add accessibility attributes to create custom report builder,Done,Lowest,Sprint 5 - Hardening,2025-11-26,2025-12-09,,Morgan Chen,Jamie Reeves,2025-11-24,2025-11-25,2025-11-25,PROJ-4,"ux,performance",Infrastructure
PROJ-238,Sub-task,Add error handling to optimize image compression pipeline,In Progress,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,,Drew Nakamura,Chris Albright (Tech Lead),2025-11-21,2025-12-14,,PROJ-6,migration,Infrastructure
PROJ-239,Story,Optimize bundle size and code splitting,Done,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Alex Thompson,Sam Delgado (PO),2025-11-23,2025-11-27,2025-11-29,PROJ-6,"accessibility,security",Database
PROJ-240,Task,Add scheduled report delivery,Done,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,5.0,Morgan Chen,Pat Morrison (PM),2025-11-22,2025-12-03,2025-12-03,PROJ-4,"performance,fedramp",DevOps
PROJ-241,Story,Create time-series trend analysis,In Progress,High,Sprint 5 - Hardening,2025-11-26,2025-12-09,1.0,Drew Nakamura,Morgan Chen,2025-11-25,2025-12-09,,PROJ-2,"migration,accessibility",Infrastructure
PROJ-242,Task,Add dashboard sharing permissions,Done,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,5.0,Jordan Rivera,Chris Albright (Tech Lead),2025-11-22,2025-11-27,2025-12-07,PROJ-2,"compliance,security",Infrastructure
PROJ-243,Story,Create chart rendering engine,In Progress,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,2.0,Jordan Rivera,Riley Patel,2025-11-20,2025-12-07,,PROJ-2,data-pipeline,DevOps
PROJ-244,Bug,Resolve memory leak in WebSocket handler,In Review,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,1.0,Casey Williams,Drew Nakamura,2025-11-24,2025-11-30,,PROJ-7,api,Reporting
PROJ-245,Task,Build vulnerability scan integration,To Do,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Alex Thompson,Riley Patel,2025-11-26,2025-11-30,,PROJ-5,performance,Reporting
PROJ-246,Bug,Fix broken pagination on large datasets,To Do,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,5.0,Jordan Rivera,Taylor Kim,2025-11-20,2025-12-05,,PROJ-8,"migration,data-pipeline",Reporting
PROJ-247,Story,Add API versioning strategy,In Progress,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,2.0,Quinn Fitzgerald,Quinn Fitzgerald,2025-11-19,2025-11-27,,PROJ-7,compliance,Backend API
PROJ-248,Story,Create chart rendering engine,Done,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Alex Thompson,Drew Nakamura,2025-11-28,2025-12-05,2025-12-07,PROJ-2,"accessibility,api",DevOps
PROJ-249,Task,Implement A/B report comparison,In Progress,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,8.0,Jamie Reeves,Avery Okafor,2025-11-19,2025-12-05,,PROJ-4,"data-pipeline,ux",Frontend UI
PROJ-250,Sub-task,Document API for build integration test harness,Done,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,,Jordan Rivera,Pat Morrison (PM),2025-11-21,2025-11-22,2025-12-05,PROJ-8,ux,Reporting
PROJ-251,Story,Create chart rendering engine,In Progress,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3.0,Quinn Fitzgerald,Alex Thompson,2025-11-23,2025-12-09,,PROJ-2,"data-pipeline,api",Documentation
PROJ-252,Story,Build incremental load processor,In Review,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,13.0,Jamie Reeves,Chris Albright (Tech Lead),2025-11-20,2025-11-23,,PROJ-3,compliance,Infrastructure
PROJ-253,Bug,Fix export truncating long field values,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3.0,Morgan Chen,Jamie Reeves,2025-12-05,2025-12-13,2025-12-18,PROJ-5,accessibility,Backend API
PROJ-254,Story,Optimize bundle size and code splitting,To Do,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,2.0,Riley Patel,Chris Albright (Tech Lead),2025-12-08,2025-12-08,,PROJ-6,compliance,DevOps
PROJ-255,Bug,Correct date parsing for EU format inputs,To Do,Lowest,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3.0,Drew Nakamura,Jamie Reeves,2025-12-08,2025-12-16,,PROJ-2,tech-debt,DevOps
PROJ-256,Story,Create API health check endpoints,Done,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,5.0,Taylor Kim,Sam Delgado (PO),2025-12-11,2025-12-16,2025-12-13,PROJ-7,ux,Backend API
PROJ-257,Story,Redesign report template engine,To Do,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,8.0,Riley Patel,Quinn Fitzgerald,2025-12-06,2025-12-14,,PROJ-4,performance,Backend API
PROJ-258,Story,Create test data management system,To Do,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3.0,Morgan Chen,Taylor Kim,2025-12-08,2025-12-19,,PROJ-8,"performance,compliance",Backend API
PROJ-259,Story,Implement change data capture,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,5.0,Avery Okafor,Alex Thompson,2025-12-07,2025-12-27,2025-12-21,PROJ-3,"security,migration",Database
PROJ-260,Task,Build user profile settings page,In Progress,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3.0,Drew Nakamura,Drew Nakamura,2025-12-13,2025-12-21,,PROJ-1,"migration,compliance",Authentication
PROJ-261,Task,Implement rate limiting,To Do,Lowest,Sprint 6 - Release Prep,2025-12-10,2025-12-23,13.0,Jamie Reeves,Jamie Reeves,2025-12-08,2025-12-25,,PROJ-7,performance,DevOps
PROJ-262,Story,Add input sanitization middleware,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,5.0,Morgan Chen,Avery Okafor,2025-12-13,2025-12-22,2025-12-17,PROJ-5,"security,accessibility",Infrastructure
PROJ-263,Task,Create login audit trail,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3.0,Jamie Reeves,Casey Williams,2025-12-09,2025-12-10,2025-12-19,PROJ-1,tech-debt,DevOps
PROJ-264,Sub-task,Document API for implement connection pooling,Done,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,,Quinn Fitzgerald,Morgan Chen,2025-12-05,2025-12-14,2025-12-09,PROJ-6,"api,ux",Infrastructure
PROJ-265,Task,Add report versioning,To Do,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3.0,Taylor Kim,Jamie Reeves,2025-12-08,2025-12-19,,PROJ-4,performance,DevOps
PROJ-266,Story,Add dashboard sharing permissions,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,8.0,Drew Nakamura,Alex Thompson,2025-12-09,2025-12-25,2025-12-14,PROJ-2,"ux,data-pipeline",Authentication
PROJ-267,Story,Build integration test harness,In Progress,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,5.0,Morgan Chen,Riley Patel,2025-12-10,2025-12-20,,PROJ-8,security,DevOps
PROJ-268,Story,Build incremental load processor,In Progress,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,1.0,Drew Nakamura,Drew Nakamura,2025-12-12,2025-12-25,,PROJ-3,migration,Documentation
PROJ-269,Task,Optimize database query performance,Done,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3.0,Casey Williams,Casey Williams,2025-12-03,2025-12-24,2025-12-04,PROJ-6,fedramp,Reporting
PROJ-270,Story,Build API key management,To Do,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,2.0,Avery Okafor,Jamie Reeves,2025-12-07,2025-12-21,,PROJ-7,accessibility,Database
PROJ-271,Story,Build API contract testing,Done,High,Sprint 6 - Release Prep,2025-12-10,2025-12-23,8.0,Casey Williams,Sam Delgado (PO),2025-12-09,2025-12-09,2025-12-13,PROJ-8,"tech-debt,security",Database
PROJ-272,Story,Implement password policy enforcement,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3.0,Jordan Rivera,Pat Morrison (PM),2025-12-03,2025-12-22,2025-12-05,PROJ-1,"security,performance",Documentation
PROJ-273,Story,Build KPI card component,In Progress,High,Sprint 6 - Release Prep,2025-12-10,2025-12-23,5.0,Taylor Kim,Drew Nakamura,2025-12-13,2025-12-13,,PROJ-2,api,Reporting
PROJ-274,Task,Implement retry logic for failed jobs,Done,High,Sprint 6 - Release Prep,2025-12-10,2025-12-23,5.0,Jordan Rivera,Quinn Fitzgerald,2025-12-04,2025-12-13,2025-12-08,PROJ-3,tech-debt,Reporting
PROJ-275,Bug,Correct filter state persistence on navigation,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,1.0,Quinn Fitzgerald,Riley Patel,2025-12-10,2025-12-16,2025-12-22,PROJ-4,security,Frontend UI
PROJ-276,Sub-task,Add error handling to build integration test harness,Done,High,Sprint 6 - Release Prep,2025-12-10,2025-12-23,,Quinn Fitzgerald,Taylor Kim,2025-12-04,2025-12-12,2025-12-12,PROJ-8,security,Frontend UI
PROJ-277,Bug,Resolve CORS policy blocking API calls,In Progress,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3.0,Alex Thompson,Alex Thompson,2025-12-04,2025-12-07,,PROJ-1,"ux,fedramp",Infrastructure
PROJ-278,Bug,Fix timezone display issue in reports,In Progress,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,2.0,Taylor Kim,Drew Nakamura,2025-12-09,2025-12-23,,PROJ-5,migration,Documentation
PROJ-279,Task,Create data validation framework,To Do,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,13.0,Drew Nakamura,Jamie Reeves,2025-12-05,2025-12-08,,PROJ-3,data-pipeline,DevOps
PROJ-280,Story,Implement request/response logging,In Review,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,8.0,Quinn Fitzgerald,Jordan Rivera,2025-12-05,2025-12-20,,PROJ-7,"migration,security",Frontend UI
PROJ-281,Story,Optimize database query performance,Done,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,5.0,Riley Patel,Avery Okafor,2025-12-12,2025-12-19,2025-12-23,PROJ-6,data-pipeline,Frontend UI
PROJ-282,Story,Implement A/B report comparison,In Progress,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3.0,Alex Thompson,Pat Morrison (PM),2025-12-11,2025-12-12,,PROJ-4,"api,migration",DevOps
PROJ-283,Bug,Correct role permission check for admin panel,In Progress,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,2.0,Avery Okafor,Pat Morrison (PM),2025-12-11,2025-12-18,,PROJ-2,tech-debt,Frontend UI
PROJ-284,Task,Create unit test coverage baseline,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,2.0,Drew Nakamura,Drew Nakamura,2025-12-10,2025-12-10,2025-12-12,PROJ-8,api,Backend API
PROJ-285,Bug,Fix file upload failing for files over 10MB,In Review,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3.0,Alex Thompson,Casey Williams,2025-12-08,2025-12-19,,PROJ-5,"fedramp,api",DevOps
PROJ-286,Bug,Fix slow query on compliance report page,To Do,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,2.0,Taylor Kim,Avery Okafor,2025-12-08,2025-12-19,,PROJ-6,performance,Backend API
PROJ-287,Bug,Fix CSS overflow on mobile dashboard view,Done,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3.0,Casey Williams,Jordan Rivera,2025-12-07,2025-12-26,2025-12-14,PROJ-8,"accessibility,tech-debt",DevOps
PROJ-288,Bug,Fix chart tooltip positioning on scroll,To Do,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,8.0,Quinn Fitzgerald,Quinn Fitzgerald,2025-12-13,2025-12-16,,PROJ-4,api,Database
PROJ-289,Sub-task,Create Storybook story for implement saml 2.0 sso flow,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,,Jamie Reeves,Morgan Chen,2025-12-11,2025-12-16,2025-12-23,PROJ-1,"ux,performance",Documentation
PROJ-290,Task,Optimize image compression pipeline,In Progress,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,5.0,Drew Nakamura,Riley Patel,2025-12-06,2025-12-14,,PROJ-6,"migration,ux",Database
PROJ-291,Story,Add input sanitization middleware,Done,Lowest,Sprint 6 - Release Prep,2025-12-10,2025-12-23,5.0,Riley Patel,Pat Morrison (PM),2025-12-06,2025-12-12,2025-12-16,PROJ-5,ux,Infrastructure
PROJ-292,Bug,Resolve intermittent 502 on dashboard load,In Progress,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,5.0,Taylor Kim,Drew Nakamura,2025-12-09,2025-12-26,,PROJ-6,"api,performance",Backend API
PROJ-293,Story,Implement SAML 2.0 SSO flow,To Do,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,2.0,Taylor Kim,Morgan Chen,2025-12-07,2025-12-28,,PROJ-1,"compliance,tech-debt",Backend API
PROJ-294,Story,Create unit test coverage baseline,In Review,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3.0,Avery Okafor,Drew Nakamura,2025-12-06,2025-12-26,,PROJ-8,compliance,Backend API
PROJ-295,Sub-task,Add accessibility attributes to add circuit breaker pattern,Done,High,Sprint 6 - Release Prep,2025-12-10,2025-12-23,,Casey Williams,Pat Morrison (PM),2025-12-07,2025-12-13,2025-12-22,PROJ-7,"fedramp,api",Authentication
PROJ-296,Bug,Resolve CORS policy blocking API calls,In Progress,Lowest,Sprint 6 - Release Prep,2025-12-10,2025-12-23,1.0,Avery Okafor,Jordan Rivera,2025-12-05,2025-12-28,,PROJ-4,accessibility,Reporting
PROJ-297,Task,Build incremental load processor,In Review,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3.0,Morgan Chen,Riley Patel,2025-12-05,2025-12-06,,PROJ-3,data-pipeline,Reporting
PROJ-298,Task,Implement API response caching,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,2.0,Avery Okafor,Morgan Chen,2025-12-05,2025-12-21,2025-12-08,PROJ-6,api,Documentation
PROJ-299,Story,Implement report caching layer,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,2.0,Avery Okafor,Chris Albright (Tech Lead),2025-12-12,2025-12-28,2025-12-20,PROJ-4,"security,performance",Infrastructure
PROJ-300,Story,Redesign report template engine,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,8.0,Avery Okafor,Sam Delgado (PO),2025-12-04,2025-12-16,2025-12-13,PROJ-4,api,Infrastructure
